ImageID,Recall@1000,Precision@1000,FPR@1000
01ab773186c630c4,0.021220450797141285,0.772,0.003744272740709113
022c1f420446d118,0.02262231995601979,0.823,0.00290673804870839
0709eb8e8c2d19fa,0.022539857064321055,0.82,0.002956004795296668
07f52dac7724e48d,0.02234744365035734,0.813,0.0030709605373359827
092f6bd6d306fdf6,0.02124793842770753,0.773,0.0037278504918463536
105c98d1ee5f03ef,0.020725673446948874,0.754,0.00403987322023878
111147418c6aca65,0.021110500274876307,0.768,0.00380996173616015
11596769ce629446,0.021742715777899945,0.791,0.0034322500123166867
12527a39a5152a59,0.021110500274876307,0.768,0.00380996173616015
12e21b9f7fefde62,0.02166025288620121,0.788,0.0034815167589049645
142a3027db90d68e,0.021275426058273778,0.774,0.0037114282429835943
17712bc05cde6832,0.02113798790544255,0.769,0.0037935394872973907
1872ac6a8cfded6b,0.02113798790544255,0.769,0.0037935394872973907
1c3be6adfaccc9a3,0.02124793842770753,0.773,0.0037278504918463536
1c79f2e9f0afcd38,0.02091808686091259,0.761,0.003924917478199464
1cbe22ffa7bb9876,0.021220450797141285,0.772,0.003744272740709113
1d51cea4bb42dbf9,0.021440351841671246,0.78,0.0036128947498070387
20082dae8427132e,0.021605277625068718,0.786,0.003514361256630483
208fcde7b90bcbf8,0.021110500274876307,0.768,0.00380996173616015
23b73886e375fa7e,0.021000549752611324,0.764,0.003875650731611187
245cf054e1982fe3,0.021412864211105002,0.779,0.003629316998669798
247e4fff14e45e33,0.021275426058273778,0.774,0.0037114282429835943
281412f2119177e5,0.021000549752611324,0.764,0.003875650731611187
2b7d4c36406a4395,0.021302913688840023,0.775,0.003695005994120835
2c377a54637a5029,0.022649807586586038,0.824,0.0028903157998456308
2d609b81a696d4a3,0.0225673446948873,0.821,0.0029395825464339086
2e5d76e12007072f,0.02149532710280374,0.782,0.00358005025208152
319430e85fcd4efa,0.021962616822429906,0.799,0.0033008720214146125
31c40da724ed3376,0.02245739417262232,0.817,0.0030052715418849457
31d1fcc27cf142c0,0.02124793842770753,0.773,0.0037278504918463536
35299cbbddd32ec4,0.021852666300164927,0.795,0.0033665610168656496
39432d2f206e6096,0.022429906542056073,0.816,0.003021693790747705
3a18c41d6a250c1a,0.021165475536008796,0.77,0.0037771172384346314
3e7f47c92b313f1f,0.022264980758658605,0.81,0.0031202272839242606
3e8c68133c1ea8f3,0.021165475536008796,0.77,0.0037771172384346314
3feda4a7beb2af02,0.021440351841671246,0.78,0.0036128947498070387
40ccc4a6c97f6f01,0.022374931280923584,0.814,0.0030545382884732235
4109a22757bf0a63,0.020863111599780097,0.759,0.003957761975924983
510eb4fdb2d017fd,0.02240241891148983,0.815,0.003038116039610464
517e9176710959b7,0.021385376580538757,0.778,0.0036457392475325572
5635c9b530f89131,0.020808136338647608,0.757,0.0039906064736505015
58ddbcb5fc10b196,0.022210005497526112,0.808,0.003153071781649779
5b3af9fdc87e57d4,0.022677295217152282,0.825,0.0028738935509828715
5c6aade0f7e35273,0.022484881803188566,0.818,0.0029888492930221864
62abaccc5fe7a452,0.022677295217152282,0.825,0.0028738935509828715
649183b50912e60c,0.021083012644310062,0.767,0.003826383985022909
6c01b637a2761939,0.02119296316657504,0.771,0.003760694989571872
6c25a2bc6f160530,0.021412864211105002,0.779,0.003629316998669798
7173fa144f0e4927,0.021302913688840023,0.775,0.003695005994120835
72f249431922cb46,0.021330401319406268,0.776,0.0036785837452580758
738e234e59615c71,0.021083012644310062,0.767,0.003826383985022909
74596be8135c03f3,0.021110500274876307,0.768,0.00380996173616015
7b9470b43d3d322a,0.021632765255634963,0.787,0.003497939007767724
7f700ca234a34cea,0.02149532710280374,0.782,0.00358005025208152
7f9b7127d1a88a82,0.022649807586586038,0.824,0.0028903157998456308
8671b9d2f05bd71e,0.020890599230346345,0.76,0.003941339727062224
86c5af17b32eef57,0.021302913688840023,0.775,0.003695005994120835
8892e718f9108db9,0.021330401319406268,0.776,0.0036785837452580758
8bb3568a52493241,0.022127542605827378,0.805,0.003202338528238057
8c9a7e278dfe01ac,0.022127542605827378,0.805,0.003202338528238057
91a42cd50669eb1f,0.02155030236393623,0.784,0.0035472057543560016
91e576b193f2069a,0.02166025288620121,0.788,0.0034815167589049645
958e61368a971549,0.021220450797141285,0.772,0.003744272740709113
97632e05ede9db9b,0.02223749312809236,0.809,0.00313664953278702
9a6d720df597c470,0.02262231995601979,0.823,0.00290673804870839
9afa489be4d7691e,0.021412864211105002,0.779,0.003629316998669798
a1b20ed591193c06,0.02199010445299615,0.8,0.0032844497725518533
a1f824670da52b6a,0.021357888949972512,0.777,0.0036621614963953165
a2cc7a6895e43ee0,0.02223749312809236,0.809,0.00313664953278702
a62462153630add0,0.021797691039032435,0.793,0.003399405514591168
a6b74e491c688fbd,0.022017592083562396,0.801,0.003268027523689094
aa6964433c4166d0,0.02223749312809236,0.809,0.00313664953278702
aae655de44b66c7f,0.021165475536008796,0.77,0.0037771172384346314
acd88b3067f9c5bb,0.021880153930731172,0.796,0.0033501387680028904
ae86e8d2241d9070,0.02119296316657504,0.771,0.003760694989571872
aea1992252e3bd07,0.020780648708081363,0.756,0.004007028722513261
af8a6ae70201f743,0.021330401319406268,0.776,0.0036785837452580758
b186a4c56fcb10b5,0.021797691039032435,0.793,0.003399405514591168
bcc446bc9a9d8ca9,0.021577789994502473,0.785,0.0035307835054932423
bef3af817b2b1bb3,0.021742715777899945,0.791,0.0034322500123166867
c21c2bd8a499ed95,0.021302913688840023,0.775,0.003695005994120835
c86922f5e2ca135d,0.021302913688840023,0.775,0.003695005994120835
c8c26dcc1d9f6052,0.020670698185816384,0.752,0.004072717717964298
