ImageID,Recall@1000,Precision@1000,FPR@1000
00a159a661a2f5aa,0.04588856436755785,0.817,0.002302784733669733
01408d986127ece3,0.04381037968995731,0.78,0.0027683750896576025
0a5e36b36115bcc1,0.0456638957537632,0.813,0.002353118826208962
105c98d1ee5f03ef,0.045832397214109186,0.816,0.0023153682568045402
12e21b9f7fefde62,0.0456638957537632,0.813,0.002353118826208962
14bbb30e5c1c47c7,0.045551561446865875,0.811,0.0023782858724785767
169b729f9ecefdf3,0.04431588407099528,0.789,0.0026551233814443367
17712bc05cde6832,0.04600089867445518,0.819,0.002277617687400118
186fc1b6f554bd47,0.0445967198382386,0.794,0.0025922057657703002
1c1133f6f6aa4ef9,0.046057065827903844,0.82,0.002265034164265311
1cbe22ffa7bb9876,0.045551561446865875,0.811,0.0023782858724785767
1cdfbe897eb82f48,0.04532689283307122,0.807,0.0024286199650178056
1f4000034adb1fdd,0.046337901595147155,0.825,0.0022021165485912745
1f5ed9fd9659e7bb,0.04308020669512469,0.767,0.002931960890410097
20519d8b4d810e05,0.0456638957537632,0.813,0.002353118826208962
2e35db95ed8f1797,0.0456638957537632,0.813,0.002353118826208962
35299cbbddd32ec4,0.04392271399685464,0.782,0.0027432080433879877
3626740fda57a93e,0.04476522129858459,0.797,0.0025544551963658786
392b0c5e308a4674,0.045607728600314534,0.812,0.002365702349343769
3a6518dcfc8a4bd0,0.04268703662098405,0.76,0.003020045552353748
3f1987068db4a570,0.04622556728824983,0.823,0.0022272835948608893
40429288a054ee4e,0.044877555605481914,0.799,0.0025292881500962637
416262b5ff2b64c2,0.044372051224443945,0.79,0.0026425398583095295
421434890e4e5a48,0.04274320377443271,0.761,0.003007462029218941
46edfa6a0a83e28d,0.04336104246236801,0.772,0.0028690432747360607
47ee66db91061e8c,0.045551561446865875,0.811,0.0023782858724785767
4a9311443a33f485,0.04527072567962256,0.806,0.002441203488152613
4d1cae6076842c21,0.04549539429341721,0.81,0.002390869395613384
4f2457a1e72fe05c,0.04465288699168726,0.795,0.002579622242635493
52a712a491c7adb6,0.04515839137272523,0.804,0.0024663705344222277
53b6dd3efef932e9,0.04285553808133004,0.763,0.002982294982949326
5ba6bdcb9672d003,0.04448438553134127,0.792,0.002617372812039915
5ddfdfdce4ca955c,0.045832397214109186,0.816,0.0023153682568045402
5f353f64db084f3a,0.043529543922714,0.775,0.0028312927053316386
61d58eadebe7c086,0.045776230060660526,0.815,0.0023279517799393475
624bb5fbe3b61e46,0.04330487530891934,0.771,0.002881626797870868
626abe45f62e3ce6,0.04538305998651988,0.808,0.0024160364418829984
661a10686c2151f3,0.0456638957537632,0.813,0.002353118826208962
68092b3e18719369,0.045551561446865875,0.811,0.0023782858724785767
690a50e3712569f8,0.04521455852617389,0.805,0.0024537870112874205
69e8dc2d99fe5bc1,0.04622556728824983,0.823,0.0022272835948608893
6bfd1823081be34d,0.04543922713996855,0.809,0.002403452918748191
6c01b637a2761939,0.04543922713996855,0.809,0.002403452918748191
71c86700447245a8,0.04403504830375197,0.784,0.0027180409971183732
72f249431922cb46,0.04532689283307122,0.807,0.0024286199650178056
7611a13aa09c19f3,0.045102224219276565,0.803,0.002478954057557035
76d2bcd33d01b581,0.045776230060660526,0.815,0.0023279517799393475
79e18eab310e6e5f,0.0456638957537632,0.813,0.002353118826208962
7b72da1a0257eb11,0.0456638957537632,0.813,0.002353118826208962
7c4687a7d3662bdb,0.044877555605481914,0.799,0.0025292881500962637
7cbc7ee444622a66,0.045607728600314534,0.812,0.002365702349343769
83a7c57192cf1a17,0.045832397214109186,0.816,0.0023153682568045402
844adfe06e003c09,0.04454055268478994,0.793,0.0026047892889051075
850beefb5bf778bb,0.045551561446865875,0.811,0.0023782858724785767
8a7e68869ea3f84e,0.045102224219276565,0.803,0.002478954057557035
8e71ad40a3829ae4,0.044372051224443945,0.79,0.0026425398583095295
8ea3f8606e492db5,0.04431588407099528,0.789,0.0026551233814443367
9d60b6e6e4197080,0.04482138845203325,0.798,0.0025418716732310714
a067165358c3b281,0.04425971691754662,0.788,0.002667706904579144
a07f60ee7e30cbf8,0.04549539429341721,0.81,0.002390869395613384
a0cc417a3ba0e5ee,0.04347337676926533,0.774,0.0028438762284664462
a0f540fd64c97690,0.04482138845203325,0.798,0.0025418716732310714
a183f4972bc4fb3c,0.04521455852617389,0.805,0.0024537870112874205
aa6964433c4166d0,0.04442821837789261,0.791,0.0026299563351747223
ab6fe9241cff4c1c,0.04538305998651988,0.808,0.0024160364418829984
ad8aac5025ed68b6,0.0456638957537632,0.813,0.002353118826208962
b31d18d2f848d651,0.04588856436755785,0.817,0.002302784733669733
b601f5118361cdec,0.04543922713996855,0.809,0.002403452918748191
b8478b97166e0df9,0.043529543922714,0.775,0.0028312927053316386
b8ed82ac13527243,0.044147382610649294,0.786,0.002692873950848759
ba8e21aa9eb654f2,0.045832397214109186,0.816,0.0023153682568045402
bbbfe6b58a3ac009,0.04476522129858459,0.797,0.0025544551963658786
c2d92e723b05e11a,0.04308020669512469,0.767,0.002931960890410097
c4586269fd656ae5,0.04392271399685464,0.782,0.0027432080433879877
c63116c97f585a5f,0.04538305998651988,0.808,0.0024160364418829984
c65477ef5b595d4a,0.045551561446865875,0.811,0.0023782858724785767
c671dce6b28afa9d,0.045832397214109186,0.816,0.0023153682568045402
c6fac87e188e90d2,0.04454055268478994,0.793,0.0026047892889051075
cb17db7f138e6c6a,0.04549539429341721,0.81,0.002390869395613384
cc9dbb72b59c2c46,0.04572006290721186,0.814,0.0023405353030741547
ccb585fdae94035a,0.045046057065827906,0.802,0.002491537580691842
cce4ed93e23b80ae,0.04543922713996855,0.809,0.002403452918748191
d134d83991fa26df,0.04470905414513592,0.796,0.002567038719500686
d212bda4b8663030,0.045607728600314534,0.812,0.002365702349343769
d3f9296d6c052fd5,0.04431588407099528,0.789,0.0026551233814443367
d97b6ab8ed084f0a,0.045776230060660526,0.815,0.0023279517799393475
dabd65b40c5f53fc,0.043136373848573356,0.768,0.00291937736727529
e05c65afc710a6f6,0.04448438553134127,0.792,0.002617372812039915
e0619036ad200915,0.044372051224443945,0.79,0.0026425398583095295
e4109ea75298524f,0.04302403954167603,0.766,0.0029445444135449044
e596d51e8544928f,0.04482138845203325,0.798,0.0025418716732310714
e6834639bc4d5e98,0.04392271399685464,0.782,0.0027432080433879877
eb026a126c32369d,0.04532689283307122,0.807,0.0024286199650178056
